hoja,fila,codigo_interno,codigo_proveedor,proveedor,marca,descripcion,familia,estado_final,product_id,codigo_producto,variant_id,sku,supplier_offer_id,decision,issue,motivo
Catálogo organizado,331,,E-6055,KELMAR PUNO,BEAUTIFUL KISS,PESTAÑA CON PEGA Y PINZA,"Pestañas en tira, banda y magnéticas",IMPORTED,08b8dc23-80d1-4125-9048-0301b468271e,BEA-PES-92F81D,a03f8751-8a2d-40a8-b92a-0c646c8c3887,BEA-PES-92F81D-UNICA,c3947e77-7349-4f25-8d08-65a89cb15d24,,,
Catálogo organizado,332,CAN006,,MAY,CANDY,PESTAÑA BANDA 5D X1PAR,"Pestañas en tira, banda y magnéticas",IMPORTED,e1525b60-7e01-4b42-9e4d-5792dd2321a3,CAN-PES-040BEB,4f44a3ae-64fe-4409-8a14-435d2e7c98ae,CAN006,97225101-7025-4657-b0ce-27c9c9790656,,,
Catálogo organizado,333,CHE002,,MAY,CHERIMOYA,PEGAMENTO PESTAÑA BANDA CLEAR,"Pestañas en tira, banda y magnéticas",IMPORTED,25de01ca-f8dd-403e-b1b1-cbb3ca33fec5,CHE-PES-6B92EE,3423e35e-8fb9-4dcd-9084-c8b83430f94f,CHE002,21fd6e81-70fe-4215-9c5c-fc66255d8def,,,
Catálogo organizado,334,,,QAI INAMBARI,MAGNETIC,PESTAÑAS MAGNETICAS,"Pestañas en tira, banda y magnéticas",IMPORTED,e9038dcb-dcb9-4b5f-b51d-e61b918e2c05,MAG-PES-325DD2,3c7611f2-43ef-4eff-adc6-376d6e86373d,MAG-PES-325DD2-UNICA,b20932c7-f367-4588-9fff-00e7a6d58cc3,,,
Catálogo organizado,335,,,ROSE&LIN,MASSILLY,PESTAÑA BANDA 3D X1PAR,"Pestañas en tira, banda y magnéticas",IMPORTED,d25f92e3-9add-46c4-8516-a24de1dd8c81,MAS-PES-8D6A19,47c50326-6e32-4eef-b954-e7f3265e411b,MAS-PES-8D6A19-UNICA,eaaee373-24c0-4827-bd96-3c445bbc86f8,,,
Catálogo organizado,336,,SURTIDO,BEIFA,MASSILLY,PESTAÑA x1par MOD. SURTIDO (BOX 10par),"Pestañas en tira, banda y magnéticas",IMPORTED,eaf2cf3a-e12f-40e3-8990-94bccb8d04a3,MAS-PES-408225,580a4e3d-6c11-4d24-9feb-6738d41f892a,MAS-PES-408225-UNICA,58b48275-ad1e-4b1a-97db-3f51942b8a15,,,
Catálogo organizado,337,,,MYSTYLE,MYSTYLE,PESTAÑAS MAGNETICAS,"Pestañas en tira, banda y magnéticas",IMPORTED,fc0075a8-2e33-42e1-9435-4ea30a96d070,MYS-PES-C3B42A,c817b483-1b6a-4a16-b91c-2bcf2c1e09fb,MYS-PES-C3B42A-UNICA,c7a52709-284d-4891-b0e2-858956062124,,,
Catálogo organizado,338,NES001,,MAY,NESURA,PESTAÑA NESURA 10D / 10mm,"Pestañas en tira, banda y magnéticas",IMPORTED,f9a57d6a-bad3-4bde-840d-fab098662208,NES-PES-E42A40,2ed6553a-3f07-4d2d-8822-28e28fa82cb7,NES001,1e52cddd-3987-4e7e-b854-e403ba392eb8,,,
Catálogo organizado,339,NES002,,MAY,NESURA,PESTAÑA NESURA 10D / 12mm,"Pestañas en tira, banda y magnéticas",IMPORTED,f9a57d6a-bad3-4bde-840d-fab098662208,NES-PES-E42A40,c7e4fa38-e197-456b-b66d-ddf2de0d22c6,NES002,0ac651cd-2620-403a-a57b-cfbc1f4050bc,,,
Catálogo organizado,340,NES003,,MAY,NESURA,PESTAÑA NESURA 20D / 10mm,"Pestañas en tira, banda y magnéticas",IMPORTED,f9a57d6a-bad3-4bde-840d-fab098662208,NES-PES-E42A40,8b06101c-7277-46d7-b04a-56f0a68e0106,NES003,c0aa922b-4b0d-4db5-aae1-efd9f9851e03,,,
Catálogo organizado,341,NES004,,MAY,NESURA,PESTAÑA NESURA 20D / 12mm,"Pestañas en tira, banda y magnéticas",IMPORTED,f9a57d6a-bad3-4bde-840d-fab098662208,NES-PES-E42A40,bef6b843-6022-4add-b55b-3a59c09878c7,NES004,b0f86b2c-5477-4b7e-b937-d8fb45fd394a,,,
Catálogo organizado,342,,S/C,MAY,OTROS,PESTAÑA IMANTADA x3,"Pestañas en tira, banda y magnéticas",IMPORTED,4cd06ae2-8e89-4318-a7e0-62e7f73ba46c,GEN-PES-6F7308,12264921-26fc-49e3-b00d-533884815e0b,GEN-PES-6F7308-73AEAF,f8e8eb32-e89f-46ab-884c-acd217cfd875,,,
Catálogo organizado,343,,,ROSE&LIN,ROSE&LIN,PESTAÑA X3 PARES ROSA AZUL 5D,"Pestañas en tira, banda y magnéticas",IMPORTED,f740f604-40fe-4cd8-a86e-a7ecc21b1f3e,ROS-PES-B18C73,cccebbfa-9c12-4244-9968-e9e1b81040f0,ROS-PES-B18C73-73AEAF,641d91f8-fa62-4092-9554-e8953049ddac,,,
Catálogo organizado,344,SEL002,,MAY,SELENE,PEGAMENTO PESTAÑA BANDA,"Pestañas en tira, banda y magnéticas",IMPORTED,9f0c5ca9-19b6-4586-893f-35cc3a24d8ad,SEL-PES-9966D1,b509b0db-25b1-4d06-a4d1-bb7c5dab0935,SEL002,7d79734e-6175-48b7-9545-21c7b887bca9,,,
Catálogo organizado,345,,,JEZABELL,SNOW,PESTAÑA 3 MIXTA c/ PINZA Y SPULER,"Pestañas en tira, banda y magnéticas",IMPORTED,d637aa9e-9de9-4760-a007-922d121310c3,SNO-PES-5460CC,bf13001b-ad2e-47bb-98f5-7d1dfd9b04b7,SNO-PES-5460CC-UNICA,8cdda815-cf2b-4c65-9913-dfc071178a95,,,
Catálogo organizado,346,,,JEZABELL,SNOW,PESTAÑA C/ PEGA SELLADOR Y REMOVEDOR 20P,"Pestañas en tira, banda y magnéticas",IMPORTED,7df0c372-b7e7-4977-923e-aeb30d156640,SNO-PES-B4F4C1,3963ff44-0a2d-4d61-8709-ea150e6c0813,SNO-PES-B4F4C1-EA52A8,dad2458b-54f3-4718-bb47-9ea11b5bdcad,,,
Catálogo organizado,347,,,JEZABELL,SNOW,PESTAÑA C/ PEGA SELLADOR Y REMOVEDOR WISPY,"Pestañas en tira, banda y magnéticas",IMPORTED,7df0c372-b7e7-4977-923e-aeb30d156640,SNO-PES-B4F4C1,a2265373-720b-4aec-ab38-c5266917e2b8,SNO-PES-B4F4C1-CF0233,0f6b4df0-2278-48d0-ac21-f2cc623dbbfd,,,
Catálogo organizado,348,,7256,BEIFA,YEMIX,SET PESTAÑA X5par 3D,"Pestañas en tira, banda y magnéticas",IMPORTED,95cd0b98-fb21-4ad1-829d-fea41704be0e,YEM-PES-B24CB7,8a0a1815-613b-4736-877f-61a06c97955a,YEM-PES-B24CB7-UNICA,1507d781-97da-47bd-bda8-56487ddb6e9b,,,
Catálogo organizado,349,,7257,BEIFA,YEMIX,SET PESTAÑA X5par 3D,"Pestañas en tira, banda y magnéticas",IMPORTED,95cd0b98-fb21-4ad1-829d-fea41704be0e,YEM-PES-B24CB7,380613b8-706f-4550-b363-d59b694ad36e,YEM-PES-B24CB7-9375E3,cb26cc95-1b54-4ae2-a66b-373dde93f14a,import_distinct,same_supplier_different_codes,"Código de proveedor propio 7257 (≠ fila 348): artículo distinto cuya diferencia descriptiva perdió el Excel; se representa por su referencia."
Catálogo organizado,350,YEM004,7246,BEIFA,YEMIX,SET PESTAÑA X5par 3D,"Pestañas en tira, banda y magnéticas",IMPORTED,95cd0b98-fb21-4ad1-829d-fea41704be0e,YEM-PES-B24CB7,3023790c-f855-4b36-bfed-a99ae3507fdb,YEM004,46588e04-49e4-4a9f-9d57-107f86821c32,import_distinct,same_supplier_different_codes,"Código de proveedor propio 7246 (≠ fila 348): artículo distinto cuya diferencia descriptiva perdió el Excel; se representa por su referencia."
Catálogo organizado,351,YEM002,7294,BEIFA,YEMIX,SET PESTAÑA X5par 6D,"Pestañas en tira, banda y magnéticas",IMPORTED,4e2ed1c5-3110-4901-9884-97fb20a76a5b,YEM-PES-CCBA5D,f97a8a00-faca-46e1-afc7-a3dd84b34437,YEM002,f0a80823-08c4-4ca6-983b-d29af51e72f8,,,
Catálogo organizado,352,YEM003,7295,BEIFA,YEMIX,SET PESTAÑA X5par 6D,"Pestañas en tira, banda y magnéticas",IMPORTED,4e2ed1c5-3110-4901-9884-97fb20a76a5b,YEM-PES-CCBA5D,6d1699d6-84b6-48b0-b681-d521d29ed004,YEM003,5d6a3e58-9f6f-4d22-bea3-67e573307440,import_distinct,conflicting_internal_codes,"Código interno propio YEM003: unidad vendible distinta de la fila 351; el Excel repitió la descripción."
Catálogo organizado,353,,,YISLU,YISLU,PESTAÑA EN TIRA X20 PARES,"Pestañas en tira, banda y magnéticas",IMPORTED,13a66220-a3d1-4e86-a1ba-dfcfa9cd345d,YIS-PES-474DC7,2fc607fa-756c-4266-a408-a4735cb28ca4,YIS-PES-474DC7-71538C,1f43d4c6-fa1b-4b45-8372-2e7033119277,,,
Catálogo organizado,354,CUR001,,MAY,CURVEX,RIZADOR PESTAÑAS CURVEX,Rizadores de pestañas y repuestos,IMPORTED,a3a5a1ec-132d-429e-bea3-3912254dd98a,CUR-RIZ-381059,e0c56d57-3dd6-4e90-8b1b-645533d3bf49,CUR001,be9b6718-cbc6-4871-88c6-808b17adb827,,,
Catálogo organizado,355,MIN006,,MAY,MINEVA,RIZADOR PESTAÑAS C/PEINE,Rizadores de pestañas y repuestos,IMPORTED,3586d4ed-895e-41e2-8039-699aa16e87ba,MIN-RIZ-F60C52,6019190f-aa23-4c41-b0f4-7504f1c22db6,MIN006,c0042673-c3e1-429a-bd47-3180e3234874,,,
Catálogo organizado,356,MIN007,,MAY,MINEVA,RIZADOR PESTAÑAS M/CURVO TORN.,Rizadores de pestañas y repuestos,IMPORTED,8a6304a1-4ea3-4844-b9b6-9eaf6bdfc415,MIN-RIZ-955835,62d78c92-c90d-4839-b360-43e8e138ad45,MIN007,286fce29-2020-43aa-8136-a2ca21d0451f,,,
Catálogo organizado,357,MIN004,,MAY,MINEVA,RIZADOR PESTAÑAS M/P,Rizadores de pestañas y repuestos,IMPORTED,51fbc515-3c86-4226-808b-790bcca329f7,MIN-RIZ-9282AE,4adf85f4-2196-4c1d-8960-d72d954d29c9,MIN004,ac2aa481-65b4-4756-8ee5-3adeeb6bb6b1,,,
Catálogo organizado,358,MIN005,,MAY,MINEVA,RIZADOR PESTAÑAS M/P LARGO,Rizadores de pestañas y repuestos,IMPORTED,303b6e78-9663-473d-8e1b-9c61eed42468,MIN-RIZ-450B6F,dde1d73f-c5aa-40d3-b781-23b007a308ad,MIN005,277cd41b-69d2-4e74-995e-73c961ff4625,,,
Catálogo organizado,359,OTR102,,MAY,OTROS,REPUESTO P/RIZADOR,Rizadores de pestañas y repuestos,IMPORTED,da8fef89-f9bf-45ed-b5c5-bf04c42427ed,GEN-RIZ-07DED9,6aeb244d-1251-4a07-894b-77184ae44c10,OTR102,e3ef4343-edf3-42a7-8dec-eabcb1ba1601,,,
Catálogo organizado,360,,,MAY,OTROS,RIZADOR PESTAÑAS COLA SIRENA TORN,Rizadores de pestañas y repuestos,IMPORTED,a6ee472f-71a4-4e31-baa2-12a42682f9ea,GEN-RIZ-AEAD90,888b84da-f0f1-41ea-b372-004ce64b829d,GEN-RIZ-AEAD90-UNICA,9a63bdc7-3214-4239-9e3f-4b8295695ec3,,,
Catálogo organizado,361,,SHEY-429,MAY,STRONGER,RIZADOR PESTAÑA CLASICO,Rizadores de pestañas y repuestos,IMPORTED,379915de-fb2c-4b61-bcf3-f8df18fde980,STR-RIZ-025F6E,fb8bec7f-d0f3-4d0a-8ba6-687aac0558b8,STR-RIZ-025F6E-UNICA,c745d1b0-e72b-4000-9ed1-2a1bf3fe5699,,,
Catálogo organizado,362,,SHEY-426,MAY,STRONGER,RIZADOR PESTAÑA M/CONFETI,Rizadores de pestañas y repuestos,IMPORTED,b2ea33a3-21c0-4f1e-86a2-57d35db8365b,STR-RIZ-DE673B,21108b37-78ec-489b-8a8e-9166032c5a91,STR-RIZ-DE673B-UNICA,5ae15935-c5bb-4af1-8cbd-b559d85e998e,,,
Catálogo organizado,363,,SHEY-427,MAY,STRONGER,RIZADOR PESTAÑA M/HOJA C/PEINE,Rizadores de pestañas y repuestos,IMPORTED,e9c3ef9e-3cc4-4ef7-9cfa-bfd7c7aa94f3,STR-RIZ-2A1A0E,87d5fbf8-bd6a-403b-b39a-1ba5f2c70e37,STR-RIZ-2A1A0E-UNICA,e1b8f445-2338-4746-be6e-ceeef9a37140,,,
Catálogo organizado,364,,SHEY-431,MAY,STRONGER,RIZADOR PESTAÑA M/MARIPOSA,Rizadores de pestañas y repuestos,IMPORTED,ad3dfe65-b4eb-45b1-ba40-605270a894e6,STR-RIZ-61AA26,cbe36858-ca66-4aaf-bf6f-24a97344117e,STR-RIZ-61AA26-UNICA,4d2fd37f-4bc5-41d3-a2f5-2e744da5a861,,,
Catálogo organizado,365,,SHEY-428,MAY,STRONGER,RIZADOR PESTAÑA M/PUNTOS C/ PEINE,Rizadores de pestañas y repuestos,IMPORTED,c8920be1-32ff-473e-8a70-fe5fafb490ed,STR-RIZ-6EDEE7,dfb77a9a-278d-45b4-835a-db5c1e59307c,STR-RIZ-6EDEE7-UNICA,060b176d-0ba0-4d7f-9f63-0c6788367828,,,
Catálogo organizado,366,,SHEY-430,MAY,STRONGER,RIZADOR PESTAÑA M/TORN REDONDO,Rizadores de pestañas y repuestos,IMPORTED,24e6ace0-c00c-45c0-86e7-01198e16f877,STR-RIZ-DF185C,4491660e-4608-433a-b730-109e6b27c698,STR-RIZ-DF185C-UNICA,6010e58a-9582-45ab-a0c0-337c8f71fae4,,,
Catálogo organizado,367,,SHEY-433,MAY,STRONGER,RIZADOR PESTAÑA METALIZADO COLOR,Rizadores de pestañas y repuestos,IMPORTED,4eb91692-3b6e-497e-abce-b11efd317604,STR-RIZ-ECA0CC,449fd3ae-c4e7-49c2-a7a8-154b1c5ac077,STR-RIZ-ECA0CC-UNICA,00a00280-79be-4187-9a82-14fc9a8ce06b,,,
Catálogo organizado,368,,,SOTO,DEPILE,BANDA DEPILATORIA FACIAL,Bandas y consumibles,IMPORTED,6d4c3468-a2b9-4676-8181-4f890d792e6e,DEP-BAN-A4FC17,93b6a612-a706-42ac-9a2e-87599adab832,DEP-BAN-A4FC17-UNICA,0de3f43b-734f-4958-84b7-5a35587f1af4,,,
Catálogo organizado,369,,,ROSA SOTO,DEPILE,BANDAS DEPILATORIA X6 DOBLE,Bandas y consumibles,IMPORTED,649ce628-e516-4c06-9d03-03af88a8b71f,DEP-BAN-98D7F8,8de6b0fa-8288-4230-8ab4-2f65bbdaae7a,DEP-BAN-98D7F8-204E86,8418b52a-2428-48d5-b098-d04272023a9a,,,
Catálogo organizado,370,GUA004,,MAY,GUAPA,FILM OSMOTICO,Bandas y consumibles,IMPORTED,6eeebfac-a650-4064-a24a-18de8bddaffd,GUA-BAN-92A5E6,a23495ee-6985-4f5b-8e31-df2504bd3b09,GUA004,f02bf4eb-99e7-4a41-a5a1-32a724cc1487,,,
Catálogo organizado,371,KON016,,MAY,KONSUNG,BANDA CORTADA X100UND,Bandas y consumibles,IMPORTED,ef8a3501-75c8-48f9-87ef-1203db89d011,KON-BAN-1447BF,2551ebf6-4167-4ba0-a864-8e94d294acb5,KON016,af18d764-6978-4bd5-90f0-769a38dc7431,,,
Catálogo organizado,372,,,SHIALER,SAMANTHA,BANDAS DEPILATORIAS x20,Bandas y consumibles,IMPORTED,d342e472-7c3f-4419-bfa4-6ead63e2bfbe,SAM-BAN-84EBF0,5061989c-0b31-4eb1-a4cd-2400f7742bf5,SAM-BAN-84EBF0-71538C,e8b9aca7-5f5d-4e20-881d-a798f4ec0efd,,,
Catálogo organizado,373,WAX002,,MAY,WAXKISS,BANDA ROLLO 80YRD,Bandas y consumibles,IMPORTED,e0581293-1118-41fc-86a7-2e94287a75d5,WAX-BAN-0742E4,fc8d4d8a-ac11-4c63-8203-b96efc637ac9,WAX002,07c7ca21-5e6e-4ec1-928c-0292f93f12ef,,,
Catálogo organizado,374,GIG004,,JOMAR,GIGI,CERA GIGI CAFE 396GR,Ceras depilatorias,IMPORTED,f1e063ab-cb45-4151-b7cd-b9d6fda450f6,GIG-CER-BB46A1,d9f48fb3-d97d-4022-b6ec-aa8577e218ff,GIG004,113b8ec0-c52a-4c46-8a9a-028319c806b6,,,
Catálogo organizado,375,GIG003,,JOMAR,GIGI,CERA GIGI CHOCOLATE 396GR,Ceras depilatorias,IMPORTED,f1e063ab-cb45-4151-b7cd-b9d6fda450f6,GIG-CER-BB46A1,4da7e75a-0d3a-4b5e-be70-8e457cf5355a,GIG003,d6b64234-eb74-408f-b58a-e9ad5b76c6fb,,,
Catálogo organizado,376,GIG002,,JOMAR,GIGI,CERA GIGI MIEL 396GR,Ceras depilatorias,IMPORTED,f1e063ab-cb45-4151-b7cd-b9d6fda450f6,GIG-CER-BB46A1,0a327fa5-4141-4a88-8eb4-c3cb62669af0,GIG002,36b5dd7f-5058-4255-9f79-908c2b31c534,,,
Catálogo organizado,377,GIG001,,MAY,GIGI,CERA GIGI MIEL 396GR M,Ceras depilatorias,IMPORTED,f2e11a6d-3cc3-46d9-9a72-43bebb43d608,GIG-CER-D7ECE3,4cd1dca3-4c55-4784-a7fa-56473fb78929,GIG001,112f0a62-a844-461e-bd9a-06f5047da5df,,,
Catálogo organizado,378,KON011,,WEDOR,KONSUNG,CERA GRANULADA ALOE VERA 100GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,b1290bb7-dc5f-4fd5-ac44-25fdcb84a168,KON011,e7606960-aae9-4c1b-886e-9ddbf739420a,,,
Catálogo organizado,379,KON012,,WEDOR,KONSUNG,CERA GRANULADA CHOCOLATE 100GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,61c228bf-02ee-45d5-bcbb-e0ef1907ffea,KON012,7786abf3-ea80-4647-9cce-1d5f09c43737,,,
Catálogo organizado,380,KON001,,MAY,KONSUNG,CERA GRANULADA CHOCOLATE 200GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,4919dd87-fe0c-4e3d-8249-cb3a4b260c50,KON001,62c5883a-c234-4a5e-bdc5-96b345f349d0,,,
Catálogo organizado,381,,,MAY,KONSUNG,CERA GRANULADA CHOCOLATE 300GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,08ec3ad4-495c-49f2-a4ae-45cbadd02461,KON-CER-515868-EAFFB1,ceda907d-54d2-4281-aa99-bc68147bbd26,,,
Catálogo organizado,382,KON002,,MAY,KONSUNG,CERA GRANULADA GRANADA 200GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,77805a35-9960-42d2-9446-8a77ac868381,KON002,4c4f9c67-72d2-4ebb-a36f-041e4d4686e4,,,
Catálogo organizado,383,,,WEDOR,KONSUNG,CERA GRANULADA GRANATE 100GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,68e1addc-aa53-4076-8f69-98b2045db45a,KON-CER-515868-A8DB10,f983ccf6-a5c0-458b-9d50-d09fc51bafbf,,,
Catálogo organizado,384,KON010,,WEDOR,KONSUNG,CERA GRANULADA MANZANA 100GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,24b2b474-9d1c-489d-be72-521dccaeb3ac,KON010,bd798d2c-6524-49b6-a211-01f583106faf,,,
Catálogo organizado,385,KON004,,MAY,KONSUNG,CERA GRANULADA MANZANA 200GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,921bcbd5-25bb-4113-b938-9436ff8b5894,KON004,53599893-9e91-455f-896b-6c33a389bb12,,,
Catálogo organizado,386,KON008,,MAY,KONSUNG,CERA GRANULADA MANZANA 300GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,c7ff6c5a-5174-4591-975a-3018f929deb7,KON008,360d621a-c866-4c35-a577-42f63e92c435,,,
Catálogo organizado,387,KON009,,WEDOR,KONSUNG,CERA GRANULADA MIEL 100GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,3c04f6d5-5787-45f9-be65-7c0e8700aa5b,KON009,57e28a33-26a1-44e7-9608-5739bc8dd0d0,,,
Catálogo organizado,388,KON006,,MAY,KONSUNG,CERA GRANULADA NEGRO 300GR,Ceras depilatorias,IMPORTED,e958bba4-0ac4-411f-955f-58caa0c75922,KON-CER-6D9B3F,81695ee9-0cd7-4b82-b65e-2b567ab90c1d,KON006,5b469474-3aae-4ead-a5a9-ac6026f40989,,,
Catálogo organizado,389,KON013,,WEDOR,KONSUNG,CERA GRANULADA ROSAS 100GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,5dd92754-464f-494a-8efe-b26478bbac23,KON013,9c06adb0-237a-4e1f-88e9-cfc67969368d,,,
Catálogo organizado,390,KON003,,MAY,KONSUNG,CERA GRANULADA ROSAS 200GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,c546a7bc-b0d7-4472-a824-ac124ca4cb16,KON003,6970808d-88ad-4a83-900c-2d59fde66783,,,
Catálogo organizado,391,KON007,,MAY,KONSUNG,CERA GRANULADA ROSAS 300GR,Ceras depilatorias,IMPORTED,0dd55d9c-cb03-4cc8-8e94-af950d69ebe7,KON-CER-515868,eb765a6d-ae5a-47ee-a3cb-e89d0ad0c149,KON007,a5f58b0a-42a9-4936-aab3-c610ef0ff197,,,
Catálogo organizado,392,KON014,,WEDOR,KONSUNG,CERA ROLLON ALOE VERA 150GR,Ceras depilatorias,IMPORTED,5ad78a5b-4f2f-46a4-8807-1fddab1984b1,KON-CER-D37D1F,dd760f54-3c2e-4847-b891-15db82973d74,KON014,1a160159-50e1-4f72-85a6-cf0168b6e1b6,,,
Catálogo organizado,393,,,WEDOR,KONSUNG,CERA ROLLON CHOCOLATE 150GR,Ceras depilatorias,IMPORTED,5ad78a5b-4f2f-46a4-8807-1fddab1984b1,KON-CER-D37D1F,c323dc99-3917-4a41-9fd5-b53fcbe11245,KON-CER-D37D1F-7D5BDC,c359dcbc-41cd-4e09-93bb-908a69d09f1b,,,
Catálogo organizado,394,,,WEDOR,KONSUNG,CERA ROLLON FRESAS 150GR,Ceras depilatorias,IMPORTED,43667e35-40a8-491c-abf8-5947b8620f51,KON-CER-1D1A4D,635eec8c-2c0b-4d46-a9ba-558853ebf7c6,KON-CER-1D1A4D-CDB532,6b218222-c517-4dc9-adf3-662bb48262ce,,,
Catálogo organizado,395,,,WEDOR,KONSUNG,CERA ROLLON LAVANDA 150GR,Ceras depilatorias,IMPORTED,5ad78a5b-4f2f-46a4-8807-1fddab1984b1,KON-CER-D37D1F,c6cb3f92-0f17-480d-91ac-3a114767913c,KON-CER-D37D1F-F32E9E,bdbf4643-bbe1-4544-8de9-42ab2f6a8302,,,
Catálogo organizado,396,,,WEDOR,KONSUNG,CERA ROLLON MANZANA 150GR,Ceras depilatorias,IMPORTED,5ad78a5b-4f2f-46a4-8807-1fddab1984b1,KON-CER-D37D1F,dc09728e-40ae-422f-bb13-afe3a13f4a98,KON-CER-D37D1F-E24F16,296ae393-5b0f-4da1-a12c-f7f8f490ee82,,,
Catálogo organizado,397,,,WEDOR,KONSUNG,CERA ROLLON MIEL 150GR,Ceras depilatorias,IMPORTED,5ad78a5b-4f2f-46a4-8807-1fddab1984b1,KON-CER-D37D1F,8483dbbe-4eba-4e94-80cb-329b7c55ee9b,KON-CER-D37D1F-35387F,a7c782cf-47a6-4a27-bb4b-609581f0d587,,,
Catálogo organizado,398,,,WEDOR,KONSUNG,CERA ROLLON MILK 150GR,Ceras depilatorias,IMPORTED,897d1f9e-1bd9-46b2-992f-4376f11d8fa0,KON-CER-D59FB5,c1707d49-16b7-4ba7-a13f-279718958e15,KON-CER-D59FB5-CDB532,c00709bb-0a14-4710-a4fa-327e1a25af6a,,,
Catálogo organizado,399,,,WEDOR,KONSUNG,CERA ROLLON ORANGE 150GR,Ceras depilatorias,IMPORTED,88e6b95a-ca72-4551-8319-2137bc970f14,KON-CER-2944CD,3de4e3ba-139b-47a6-9b45-67a1084bb4e8,KON-CER-2944CD-CDB532,10a64027-78d3-4af9-8dda-b1282eeae708,,,
Catálogo organizado,400,,,WEDOR,KONSUNG,CERA ROLLON ROSAS 150GR,Ceras depilatorias,IMPORTED,5ad78a5b-4f2f-46a4-8807-1fddab1984b1,KON-CER-D37D1F,ca867536-fade-47af-a60b-7bc6244cf045,KON-CER-D37D1F-51CF3D,8ec5a8cb-28f0-4302-a0a4-65b095de68a3,,,
Catálogo organizado,401,,,ROSA SOTO,LANOSTERIN,CERA DEPILATORIA DEPILLINI  X500GR.,Ceras depilatorias,IMPORTED,192ebf99-e816-4622-92a1-b99e2444be4c,LAN-CER-9AFC15,e347d08e-056b-4c41-bd37-52b8ffcb76bb,LAN-CER-9AFC15-UNICA,8664d802-674f-469d-b832-bea00d959c09,,,
Catálogo organizado,402,WAX001,,MAY,WAXKISS,CERA WAXKISS  MIEL  400GR,Ceras depilatorias,IMPORTED,a54c152e-0334-43fc-ae8a-51ea0b20d3af,WAX-CER-D6B82A,5856a27d-f08f-44da-b0d2-34dc11730ff3,WAX001,61e823b4-d178-4a6d-82a3-d1ed35b91248,,,
Catálogo organizado,403,,,ROSA SOTO,DEPILE,CREMA CORP DEPILATORIA X150ML,Cremas depilatorias,IMPORTED,1d476c2f-619e-49ba-aec7-a060fb578029,DEP-CRE-DAAE62,b82f6de9-c704-4ddb-9a1d-9148eb76399b,DEP-CRE-DAAE62-UNICA,27dc965f-b247-473f-9fc5-4a44d498c1ef,,,
Catálogo organizado,404,,,SHIALER,NIÑA BONITA,CREMA DEPILATORIA 100ML TUBO,Cremas depilatorias,IMPORTED,4a1c70a0-2bdf-47b3-88a1-a2a671d73635,NIN-CRE-7165EC,3bab6c67-869d-483e-bc42-d3ffe8cbcfde,NIN-CRE-7165EC-EC676F,b0ea77e2-c249-4e98-b081-b9c1cae77f6f,,,
Catálogo organizado,405,,,SHIALER,NIÑA BONITA,CREMA DEPILATORIA 12g. SACHET,Cremas depilatorias,IMPORTED,ec163291-62e9-4111-a561-a1a278a47aa0,NIN-CRE-FB8030,b304c75a-69b1-4585-ba60-da47e63214aa,NIN-CRE-FB8030-6DF525,822ef96e-e0f3-49b7-8ce7-2a3cc9fc6353,,,
Catálogo organizado,406,KON015,,MAY,KONSUNG,TERMOSTATO,Equipos para cera,IMPORTED,b19956f9-6dae-42b8-933e-5b0b40cfa216,KON-EQU-1E655C,c0bf5634-a156-48c5-a81e-0aaeba95094c,KON015,56d1e771-5bfd-4443-99cf-ff1ce60ff3fd,,,
Catálogo organizado,407,,SHEY-230,MAY,OTROS,TERMOSTATO S/N,Equipos para cera,IMPORTED,c772f49f-45cc-40a7-907d-5c544d7e0cf1,GEN-EQU-51D6E0,f6c7406e-519f-4fd3-8d2a-314bfd414843,GEN-EQU-51D6E0-UNICA,4383fd06-9ab4-4157-bddd-8ee96a20da3f,,,
